일자,구분,원재료코드,원재료명,거래처,LOT번호,수량,단위,단가,금액,수량_kg,창고,발주번호,비고,납기예정일
2026-02-11,OUT,MAT-010,무염버터,,,1,박스,85500,85500,6.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-11,OUT,MAT-011,탈지분유,,,3,봉,8000,24000,2.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-11,OUT,MAT-012,포장재,,,1280,장,1500,1920000,1280.0,자재창고,,전체라인 투입,
2026-02-12,IN,MAT-006,다크초콜릿,카카오트레이드,L260212-01,10,백,55000,550000,25.0,원료창고B,PO-2602-014,,2026-02-12
2026-02-12,IN,MAT-007,화이트초콜릿,카카오트레이드,L260212-02,22,백,60000,1320000,55.0,원료창고B,PO-2602-015,,2026-02-12
2026-02-12,IN,MAT-008,코코아파우더,티파우더,L260212-03,9,봉,16000,144000,9.0,원료창고A,PO-2602-016,,2026-02-12
2026-02-12,IN,MAT-009,말차파우더,티파우더,L260212-04,23,파우치,22500,517500,11.5,원료창고A,PO-2602-017,,2026-02-12
2026-02-12,OUT,MAT-001,카다이프,,,8,팩,60000,480000,37.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-12,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18000,864000,47.6,냉장창고,,ITALY라인 투입,
2026-02-12,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.6,원료창고A,,ITALY라인 투입,
2026-02-12,OUT,MAT-005,마시멜로,,,30,봉,5500,165000,29.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-12,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-02-12,OUT,MAT-007,화이트초콜릿,,,2,백,60000,120000,4.5,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-12,OUT,MAT-010,무염버터,,,1,박스,85500,85500,6.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-12,OUT,MAT-011,탈지분유,,,3,봉,8000,24000,2.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-12,OUT,MAT-012,포장재,,,1260,장,1500,1890000,1260.0,자재창고,,전체라인 투입,
2026-02-13,IN,MAT-004,헤이즐넛분태,유로넛츠,L260213-01,45,봉,15000,675000,45.0,원료창고A,PO-2602-018,,2026-02-13
2026-02-13,OUT,MAT-001,카다이프,,,8,팩,60000,480000,37.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-13,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18000,882000,48.4,냉장창고,,ITALY라인 투입,
2026-02-13,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.7,원료창고A,,ITALY라인 투입,
2026-02-13,OUT,MAT-005,마시멜로,,,30,봉,5500,165000,29.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-13,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.7,원료창고B,,ITALY라인 투입,
2026-02-13,OUT,MAT-007,화이트초콜릿,,,2,백,60000,120000,4.4,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-13,OUT,MAT-010,무염버터,,,1,박스,85500,85500,6.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-13,OUT,MAT-011,탈지분유,,,3,봉,8000,24000,2.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-13,OUT,MAT-012,포장재,,,1280,장,1500,1920000,1280.0,자재창고,,전체라인 투입,
2026-02-14,IN,MAT-001,카다이프,중동식품,L260214-01,80,팩,60000,4800000,400.0,원료창고A,PO-2602-019,납기 4일 지연,2026-02-10
2026-02-14,IN,MAT-012,포장재,팩앤팩,L260214-02,13250,장,1500,19875000,13250.0,자재창고,PO-2602-020,,2026-02-14
2026-02-14,OUT,MAT-001,카다이프,,,8,팩,60000,480000,37.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-14,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18000,864000,47.6,냉장창고,,ITALY라인 투입,
2026-02-14,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.6,원료창고A,,ITALY라인 투입,
2026-02-14,OUT,MAT-005,마시멜로,,,30,봉,5500,165000,29.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-14,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.5,원료창고B,,ITALY라인 투입,
2026-02-14,OUT,MAT-007,화이트초콜릿,,,2,백,60000,120000,4.4,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-14,OUT,MAT-010,무염버터,,,1,박스,85500,85500,6.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-14,OUT,MAT-011,탈지분유,,,3,봉,8000,24000,2.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-14,OUT,MAT-012,포장재,,,1260,장,1500,1890000,1260.0,자재창고,,전체라인 투입,
2026-02-17,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260217-01,60,통,52000,3120000,60.0,냉장창고,PO-2602-021,납기 7일 지연,2026-02-10
2026-02-17,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260217-02,330,통,18000,5940000,330.0,냉장창고,PO-2602-022,,2026-02-17
2026-02-17,OUT,MAT-001,카다이프,,,16,팩,60000,960000,75.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-17,OUT,MAT-002,피스타치오페이스트,,,46,통,52000,2392000,45.4,냉장창고,,DUBAI라인 투입,
2026-02-17,OUT,MAT-003,헤이즐넛페이스트,,,52,통,18000,936000,51.4,냉장창고,,ITALY라인 투입,
2026-02-17,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.1,원료창고A,,ITALY라인 투입,
2026-02-17,OUT,MAT-005,마시멜로,,,60,봉,5500,330000,59.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-17,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.9,원료창고B,,ITALY라인 투입,
2026-02-17,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.2,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-17,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-17,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-17,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.4,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-17,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-17,OUT,MAT-012,포장재,,,2560,장,1500,3840000,2560.0,자재창고,,전체라인 투입,
2026-02-18,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260218-01,119,통,52000,6188000,119.0,냉장창고,PO-2602-023,,2026-02-18
2026-02-18,IN,MAT-005,마시멜로,한성식품,L260218-02,400,봉,5500,2200000,400.0,원료창고A,PO-2602-024,,2026-02-18
2026-02-18,IN,MAT-010,무염버터,한성식품,L260218-03,10,박스,85500,855000,90.0,냉장창고,PO-2602-025,,2026-02-18
2026-02-18,IN,MAT-011,탈지분유,한성식품,L260218-04,30,봉,8000,240000,30.0,원료창고A,PO-2602-026,,2026-02-18
2026-02-18,OUT,MAT-001,카다이프,,,15,팩,60000,900000,74.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-18,OUT,MAT-002,피스타치오페이스트,,,46,통,52000,2392000,45.4,냉장창고,,DUBAI라인 투입,
2026-02-18,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18000,900000,49.9,냉장창고,,ITALY라인 투입,
2026-02-18,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.9,원료창고A,,ITALY라인 투입,
2026-02-18,OUT,MAT-005,마시멜로,,,59,봉,5500,324500,58.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-18,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.8,원료창고B,,ITALY라인 투입,
2026-02-18,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-18,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-18,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-18,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-18,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-18,OUT,MAT-012,포장재,,,2520,장,1500,3780000,2520.0,자재창고,,전체라인 투입,
2026-02-19,IN,MAT-006,다크초콜릿,카카오트레이드,L260219-01,8,백,55000,440000,20.0,원료창고B,PO-2602-027,,2026-02-19
2026-02-19,IN,MAT-007,화이트초콜릿,카카오트레이드,L260219-02,35,백,60000,2100000,87.5,원료창고B,PO-2602-028,,2026-02-19
2026-02-19,IN,MAT-008,코코아파우더,티파우더,L260219-03,10,봉,16000,160000,10.0,원료창고A,PO-2602-029,,2026-02-19
2026-02-19,IN,MAT-009,말차파우더,티파우더,L260219-04,17,파우치,22500,382500,8.5,원료창고A,PO-2602-030,,2026-02-19
2026-02-19,OUT,MAT-001,카다이프,,,16,팩,60000,960000,76.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-19,OUT,MAT-002,피스타치오페이스트,,,46,통,52000,2392000,45.4,냉장창고,,DUBAI라인 투입,
2026-02-19,OUT,MAT-003,헤이즐넛페이스트,,,53,통,18000,954000,52.9,냉장창고,,ITALY라인 투입,
2026-02-19,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.3,원료창고A,,ITALY라인 투입,
2026-02-19,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-19,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,4.0,원료창고B,,ITALY라인 투입,
2026-02-19,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.3,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-19,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-19,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.8,원료창고A,,DUBAI라인 투입,
2026-02-19,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-19,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-19,OUT,MAT-012,포장재,,,2600,장,1500,3900000,2600.0,자재창고,,전체라인 투입,
2026-02-20,IN,MAT-001,카다이프,중동식품,L260220-01,117,팩,60000,7020000,585.0,원료창고A,PO-2602-031,2월 납기 확인 필요,2026-02-20
2026-02-20,IN,MAT-004,헤이즐넛분태,유로넛츠,L260220-02,46,봉,15000,690000,46.0,원료창고A,PO-2602-032,,2026-02-20
2026-02-20,OUT,MAT-001,카다이프,,,15,팩,60000,900000,74.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-20,OUT,MAT-002,피스타치오페이스트,,,44,통,52000,2288000,43.8,냉장창고,,DUBAI라인 투입,
2026-02-20,OUT,MAT-003,헤이즐넛페이스트,,,52,통,18000,936000,51.4,냉장창고,,ITALY라인 투입,
2026-02-20,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.1,원료창고A,,ITALY라인 투입,
2026-02-20,OUT,MAT-005,마시멜로,,,59,봉,5500,324500,58.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-20,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,4.0,원료창고B,,ITALY라인 투입,
2026-02-20,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,11.8,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-20,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,1.8,원료창고A,,DUBAI라인 투입,
2026-02-20,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.8,원료창고A,,DUBAI라인 투입,
2026-02-20,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-20,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-20,OUT,MAT-012,포장재,,,2520,장,1500,3780000,2520.0,자재창고,,전체라인 투입,
2026-02-21,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260221-01,176,통,52000,9152000,176.0,냉장창고,PO-2602-033,,2026-02-21
2026-02-21,IN,MAT-012,포장재,팩앤팩,L260221-02,15500,장,1500,23250000,15500.0,자재창고,PO-2602-034,,2026-02-21
2026-02-21,OUT,MAT-001,카다이프,,,15,팩,60000,900000,74.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-21,OUT,MAT-002,피스타치오페이스트,,,46,통,52000,2392000,45.4,냉장창고,,DUBAI라인 투입,
2026-02-21,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18000,900000,49.9,냉장창고,,ITALY라인 투입,
2026-02-21,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.9,원료창고A,,ITALY라인 투입,
2026-02-21,OUT,MAT-005,마시멜로,,,59,봉,5500,324500,58.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-21,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.8,원료창고B,,ITALY라인 투입,
2026-02-21,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-21,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-21,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-21,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-21,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-21,OUT,MAT-012,포장재,,,2520,장,1500,3780000,2520.0,자재창고,,전체라인 투입,
2026-02-24,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260224-01,386,통,18000,6948000,386.0,냉장창고,PO-2602-035,,2026-02-24
2026-02-24,OUT,MAT-001,카다이프,,,16,팩,60000,960000,78.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-24,OUT,MAT-002,피스타치오페이스트,,,49,통,52000,2548000,48.4,냉장창고,,DUBAI라인 투입,
2026-02-24,OUT,MAT-003,헤이즐넛페이스트,,,53,통,18000,954000,52.2,냉장창고,,ITALY라인 투입,
2026-02-24,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.2,원료창고A,,ITALY라인 투입,
2026-02-24,OUT,MAT-005,마시멜로,,,62,봉,5500,341000,61.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-24,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,4.0,원료창고B,,ITALY라인 투입,
2026-02-24,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,12.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-24,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-24,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-24,OUT,MAT-010,무염버터,,,2,박스,85500,171000,14.0,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-24,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-24,OUT,MAT-012,포장재,,,2660,장,1500,3990000,2660.0,자재창고,,전체라인 투입,
2026-02-25,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260225-01,162,통,52000,8424000,162.0,냉장창고,PO-2602-036,,2026-02-25
2026-02-25,IN,MAT-005,마시멜로,한성식품,L260225-02,404,봉,5500,2222000,404.0,원료창고A,PO-2602-037,,2026-02-25
2026-02-25,IN,MAT-010,무염버터,한성식품,L260225-03,9,박스,85500,769500,81.0,냉장창고,PO-2602-038,,2026-02-25
2026-02-25,IN,MAT-011,탈지분유,한성식품,L260225-04,37,봉,8000,296000,37.0,원료창고A,PO-2602-039,,2026-02-25
2026-02-25,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-25,OUT,MAT-002,피스타치오페이스트,,,47,통,52000,2444000,46.9,냉장창고,,DUBAI라인 투입,
2026-02-25,OUT,MAT-003,헤이즐넛페이스트,,,53,통,18000,954000,52.2,냉장창고,,ITALY라인 투입,
2026-02-25,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.2,원료창고A,,ITALY라인 투입,
2026-02-25,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-25,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.9,원료창고B,,ITALY라인 투입,
2026-02-25,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,12.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-25,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-25,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,1.9,원료창고A,,DUBAI라인 투입,
2026-02-25,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-25,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-25,OUT,MAT-012,포장재,,,2620,장,1500,3930000,2620.0,자재창고,,전체라인 투입,
2026-02-26,IN,MAT-006,다크초콜릿,카카오트레이드,L260226-01,10,백,55000,550000,25.0,원료창고B,PO-2602-040,,2026-02-26
2026-02-26,IN,MAT-007,화이트초콜릿,카카오트레이드,L260226-02,31,백,60000,1860000,77.5,원료창고B,PO-2602-041,,2026-02-26
2026-02-26,IN,MAT-008,코코아파우더,티파우더,L260226-03,9,봉,16000,144000,9.0,원료창고A,PO-2602-042,,2026-02-26
2026-02-26,IN,MAT-009,말차파우더,티파우더,L260226-04,19,파우치,22500,427500,9.5,원료창고A,PO-2602-043,,2026-02-26
2026-02-26,OUT,MAT-001,카다이프,,,16,팩,60000,960000,76.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-26,OUT,MAT-002,피스타치오페이스트,,,47,통,52000,2444000,46.9,냉장창고,,DUBAI라인 투입,
2026-02-26,OUT,MAT-003,헤이즐넛페이스트,,,52,통,18000,936000,51.4,냉장창고,,ITALY라인 투입,
2026-02-26,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.1,원료창고A,,ITALY라인 투입,
2026-02-26,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-26,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,4.0,원료창고B,,ITALY라인 투입,
2026-02-26,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.3,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-26,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-26,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-26,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-26,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-26,OUT,MAT-012,포장재,,,2600,장,1500,3900000,2600.0,자재창고,,전체라인 투입,
2026-02-27,IN,MAT-001,카다이프,중동식품,L260227-01,86,팩,60000,5160000,430.0,원료창고A,PO-2602-044,,2026-02-27
2026-02-27,IN,MAT-004,헤이즐넛분태,유로넛츠,L260227-02,38,봉,15000,570000,38.0,원료창고A,PO-2602-045,,2026-02-27
2026-02-27,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-27,OUT,MAT-002,피스타치오페이스트,,,47,통,52000,2444000,46.9,냉장창고,,DUBAI라인 투입,
2026-02-27,OUT,MAT-003,헤이즐넛페이스트,,,53,통,18000,954000,52.2,냉장창고,,ITALY라인 투입,
2026-02-27,OUT,MAT-004,헤이즐넛분태,,,8,봉,15000,120000,7.2,원료창고A,,ITALY라인 투입,
2026-02-27,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-27,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.9,원료창고B,,ITALY라인 투입,
2026-02-27,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,12.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-27,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-27,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-27,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-27,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-27,OUT,MAT-012,포장재,,,2620,장,1500,3930000,2620.0,자재창고,,전체라인 투입,
2026-02-28,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260228-01,140,통,52000,7280000,140.0,냉장창고,PO-2602-046,,2026-02-28
2026-02-28,IN,MAT-012,포장재,팩앤팩,L260228-02,16250,장,1500,24375000,16250.0,자재창고,PO-2602-047,,2026-02-28
2026-02-28,OUT,MAT-001,카다이프,,,16,팩,60000,960000,75.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-28,OUT,MAT-002,피스타치오페이스트,,,48,통,52000,2496000,47.6,냉장창고,,DUBAI라인 투입,
2026-02-28,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18000,900000,49.9,냉장창고,,ITALY라인 투입,
2026-02-28,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.9,원료창고A,,ITALY라인 투입,
2026-02-28,OUT,MAT-005,마시멜로,,,60,봉,5500,330000,59.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-28,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.8,원료창고B,,ITALY라인 투입,
2026-02-28,OUT,MAT-007,화이트초콜릿,,,5,백,60000,300000,12.5,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-28,OUT,MAT-008,코코아파우더,,,2,봉,16000,32000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-28,OUT,MAT-009,말차파우더,,,4,파우치,22500,90000,2.0,원료창고A,,DUBAI라인 투입,
2026-02-28,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.5,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-28,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-28,OUT,MAT-012,포장재,,,2580,장,1500,3870000,2580.0,자재창고,,전체라인 투입,
2026-03-03,IN,MAT-001,카다이프,중동식품,L260303-01,39,팩,62500,2437500,195.0,원료창고A,PO-2603-001,,2026-03-03
2026-03-03,IN,MAT-004,헤이즐넛분태,유로넛츠,L260303-02,41,봉,15300,627300,41.0,원료창고A,PO-2603-016,,2026-03-03
2026-03-03,IN,MAT-005,마시멜로,한성식품,L260303-03,182,봉,5600,1019200,182.0,원료창고A,PO-2603-021,,2026-03-03
2026-03-03,IN,MAT-009,말차파우더,티파우더,L260303-04,24,파우치,22750,546000,12.0,원료창고A,PO-2603-042,,2026-03-03
2026-03-03,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-03,OUT,MAT-002,피스타치오페이스트,,,58,통,49000,2842000,57.7,냉장창고,,DUBAI라인 투입,
2026-03-03,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18500,888000,47.4,냉장창고,,ITALY라인 투입,
2026-03-03,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.8,원료창고A,,ITALY라인 투입,
2026-03-03,OUT,MAT-005,마시멜로,,,67,봉,5600,375200,66.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-03,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-03,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.3,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-03,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-03,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.4,원료창고A,,DUBAI라인 투입,
2026-03-03,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-03,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-03,OUT,MAT-012,포장재,,,2800,장,1500,4200000,2800.0,자재창고,,전체라인 투입,
2026-03-04,IN,MAT-001,카다이프,중동식품,L260304-01,42,팩,62500,2625000,210.0,원료창고A,PO-2603-002,,2026-03-04
2026-03-04 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260304-E01,130,통,49000,6370000,130.0,냉장창고,PO-2603-E01,재고회복-추가발주,2026-03-04
2026-03-04,IN,MAT-010,무염버터,한성식품,L260304-02,8,박스,87300,698400,72.0,냉장창고,PO-2603-047,,2026-03-04
2026-03-04,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-04,OUT,MAT-002,피스타치오페이스트,,,55,통,49000,2695000,54.4,냉장창고,,DUBAI라인 투입,
2026-03-04,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.3,냉장창고,,ITALY라인 투입,
2026-03-04,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.9,원료창고A,,ITALY라인 투입,
2026-03-04,OUT,MAT-005,마시멜로,,,65,봉,5600,364000,64.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-04,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-04,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-04,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-04,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.4,원료창고A,,DUBAI라인 투입,
2026-03-04,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-04,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-04,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-05,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260305-01,272,통,18500,5032000,272.0,냉장창고,PO-2603-012,,2026-03-05
